Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry
DUOL,Duolingonc. Class A,$67.84 ,2725114958,256962,Technology,Computer Software: Prepackaged Software
DUOT,Duos Technologies Groupnc.,$2.18 ,15566379,17640,Technology,Computer Software: Prepackaged Software
DV,DoubleVerify Holdingsnc.,$25.11 ,4140013435,384253,Technology,Computer Software: Prepackaged Software
DVA,DaVitanc.,$73.83 ,6652083000,698006,Health Care,Medical/Nursing Services
DVAX,Dynavax Technologies Corporation,$11.61 ,1481260445,6573112,Health Care,Biotechnology: Pharmaceutical Preparations
DVN,Devon Energy Corporation,$64.13 ,41921781000,10278478,Energy,Oil & Gas Production
DWAC,Digital World Acquisition Corp. Class A,$21.45 ,798256044,607960,Industrials,Consumer Electronics/Appliances
DWSN,Dawson Geophysical Company,$2.07 ,49291521,4837,Energy,Oil & Gas Production
DX,Dynex Capitalnc.,$12.75 ,590964158,725159,Real Estate,Real Estatenvestment Trusts
DXC,DXC Technology Company,$27.81 ,6398113852,2178754,Technology,EDP Services
DXCM,DexComnc.,$116.83 ,45126536744,2454057,Health Care,Medical Specialities
DXF,Dunxin Financial Holdings Limited,$0.21 ,4280233,211123,Consumer Discretionary,Apparel
DXLG,Destination XL Groupnc.,$6.37 ,397929180,872182,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DXPE,DXP Enterprisesnc.,$26.00 ,487882538,81292,Industrials,Industrial Machinery/Components
DXR,Daxor Corporation,$9.50 ,40495840,1244,Health Care,Medical/Dentalnstruments
DXYN,Dixie Groupnc.,$1.12 ,17842528,20007,Consumer Discretionary,Home Furnishings
DY,Dycomndustriesnc.,$89.04 ,2631724917,331614,Industrials,Water Sewer Pipeline Comm & Power Line Construction
DYAI,Dyadicnternationalnc.,$1.38 ,39417078,153771,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYN,Dyne Therapeuticsnc.,$11.27 ,587470073,98761,Health Care, Medicinal Chemicals and Botanical Products 
DYNT,Dynatronics Corporation,$0.43 ,8160813,24901,Health Care,Medical/Dentalnstruments
DZSI,DZSnc.,$11.37 ,350616258,71223,Utilities,Telecommunications Equipment
E,ENI S.p.A.,$28.40 ,50030090672,402560,Energy,Oil & Gas Production
EA,Electronic Artsnc.,$127.41 ,35175382614,1943951,Consumer Discretionary,Recreational Games/Products/Toys
EAC,Edify Acquisition Corp. Class A,$10.04 ,346380000,104,Finance,Business Services
EAD,Allspringncome Opportunities Fund,$6.80 ,409673643,157006,Finance,Finance/Investors Services
EAF,GrafTechnternational Ltd.,$5.47 ,1403587461,2032751,Consumer Discretionary,Metal Fabrications
EAR,Eargonc.,$0.57 ,22570719,583366,Health Care,Medical Specialities
EARN,Ellington Residential Mortgage REIT of Beneficialnterest,$7.03 ,93114445,84701,Real Estate,Real Estatenvestment Trusts
EAST,Eastside Distillingnc.,$0.27 ,4181900,18651,Consumer Staples,Beverages (Production/Distribution)
EAT,Brinkernternationalnc.,$32.94 ,1450401826,1005828,Consumer Discretionary,Restaurants
EB,Eventbritenc. Class A,$6.81 ,672079969,662344,Technology,EDP Services
EBAC,European Biotech Acquisition Corp.,$10.02 ,164313732,762,Finance,Business Services
EBAY,eBaync.,$43.35 ,23524271421,8691525,Consumer Discretionary,Catalog/Specialty Distribution
EBC,Eastern Banksharesnc.,$18.75 ,3312721950,629517,Finance,Major Banks
EBET,EBETNC.,$0.56 ,9212056,31426,Consumer Discretionary,Services-Misc. Amusement & Recreation
EBF,Ennisnc.,$23.24 ,600437750,108244,Consumer Discretionary,Office Equipment/Supplies/Services
EBIX,Ebixnc.,$18.62 ,575430599,316015,Technology,EDP Services
EBMT,Eagle Bancorp Montananc.,$17.48 ,139495329,23954,Finance,Savingsnstitutions
EBON,Ebangnternational Holdingsnc.,$4.83 ,30328584,28547,Technology,Semiconductors
EBR,Centrais Electricas Brasileiras S A (Each representing one Common Share),$8.23 ,18939104605,1018186,Utilities,Electric Utilities: Central
EBS,Emergent Biosolutionsnc.,$12.19 ,608137377,1247872,Health Care,Biotechnology: Pharmaceutical Preparations
EBTC,Enterprise Bancorpnc,$35.00 ,424343010,37080,Finance,Major Banks
EC,Ecopetrol S.A.,$9.27 ,19057587984,3424535,Energy,Oil & Gas Production
ECAT,BlackRock ESG Capital Allocation Trust of Beneficialnterest,$13.89 ,1450490030,490906,Finance,Trusts Except Educational Religious and Charitable
ECBK,ECB Bancorpnc.,$16.58 ,152125595,4792,Finance,Banks
ECC           ,Eagle Point Credit Companync.,$10.85 ,473951186,645975,Finance,Trusts Except Educational Religious and Charitable
ECF,Ellsworth Growth andncome Fund Ltd.,$8.40 ,115127594,55681,Finance,Finance/Investors Services
ECL,Ecolabnc.,$148.43 ,42277028946,1268458,Consumer Discretionary,Package Goods/Cosmetics
ECOR,electroCorenc.,$0.35 ,24904809,468836,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Encore Capital Groupnc,$50.38 ,1178173984,200268,,
ECVT,Ecovystnc.,$9.17 ,1194421404,651855,Industrials,Major Chemicals
ED,Consolidated Edisonnc.,$97.56 ,34620419451,1600929,Utilities,Power Generation
EDAP,EDAP TMS S.A.,$10.92 ,394706709,125429,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Edible Garden AGncorporated,$0.31 ,3096141,182626,Industrials,Agricultural Chemicals
EDD,Morgan Stanley Emerging Markets Domestic Debt Fundnc. Morgan Stanley Emerging Markets Domestic Debt Fundnc.,$4.37 ,288365624,117376,Finance,Finance Companies
EDF,Virtus Stone Harbor Emerging Marketsncome Fund of Beneficialnterest,$4.35 ,74201556,66605,Finance,Investment Managers
EDI,Virtus Stone Harbor Emerging Markets Totalncome Fund of Beneficialnterest,$4.81 ,48016917,56903,Finance,Finance Companies
EDIT,Editas Medicinenc.,$9.61 ,660812046,2966755,Health Care,Biotechnology: Pharmaceutical Preparations
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),$6.88 ,301158515,23066,Utilities,Electric Utilities: Central
EDR,Endeavor Group Holdingsnc. Class A,$21.31 ,6167622563,1067235,Consumer Discretionary,Movies/Entertainment
EDRY,EuroDry Ltd. ,$15.93 ,36712756,18188,Consumer Discretionary,Marine Transportation
EDSA,Edesa Biotechnc.,$0.93 ,16920993,59867,Health Care,Pharmaceuticals and Biotechnology
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,$1.04 ,16319334,21669,Real Estate,Other Consumer Services
EDTX,EdtechX Holdings Acquisition Corp.I Class A,$10.34 ,53553745,1065,Industrials,Consumer Electronics/Appliances
EDU,New Oriental Education & Technology Groupnc. Sponsored ADR representing 10 Ordinary Share (Caymanslands),$29.47 ,5008060453,2496636,Real Estate,Other Consumer Services
EDUC,Educational Development Corporation,$3.44 ,29876526,7042,Consumer Discretionary,Books
EE,Excelerate Energync. Class A,$27.12 ,712013009,546820,Utilities,Power Generation
EEA,The European Equity Fundnc.,$7.91 ,55951875,5943,Finance,Trusts Except Educational Religious and Charitable
EEFT,Euronet Worldwidenc.,$90.26 ,4476343338,246037,Technology,EDP Services
EEIQ,EpicQuest Education Groupnternational Limited,$1.75 ,20152122,7183,Real Estate,Other Consumer Services
EEX,Emerald Holdingnc.,$4.00 ,270437864,137125,Consumer Discretionary,Advertising
EFC,Ellington Financialnc.,$13.18 ,796583213,398622,Real Estate,Real Estatenvestment Trusts
EFOI,Energy Focusnc.,$0.35 ,3340467,53849,Consumer Discretionary,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund of Beneficialnterest,$11.23 ,327585378,128997,Finance,Trusts Except Educational Religious and Charitable
EFSC,Enterprise Financial Services Corporation,$48.66 ,1811286946,87451,Finance,Major Banks
EFSH,1847 Holdings LLC,$2.02 ,8239857,15777,Industrials,Consumer Electronics/Appliances
EFT,Eaton Vance Floating Ratencome Trust of Beneficialnterest,$11.39 ,331339827,90958,Finance,Finance Companies
EFTR,eFFECTOR Therapeuticsnc.,$0.39 ,16342514,48314,Health Care,Biotechnology: Pharmaceutical Preparations
EFX,Equifaxnc.,$194.06 ,23761371832,828791,Finance,Advertising
EFXT,Enerflex Ltd,$6.09 ,753296582,49164,Consumer Staples,Meat/Poultry/Fish
EGAN,eGain Corporation,$8.40 ,268517886,80190,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorpnc.,$44.79 ,1429637229,124706,Finance,Major Banks
EGF,Blackrock Enhanced Government Fundnc.,$10.02 ,41514401,7147,Finance,Trusts Except Educational Religious and Charitable
EGGF,EG Acquisition Corp. Class A,$9.89 ,278156250,4,Industrials,Consumer Electronics/Appliances
EGHT,8x8nc,$4.32 ,482493460,1648586,Technology,EDP Services
EGIO,Edgionc.,$1.39 ,308002837,867705,Technology,Interactive Media
EGLE,Eagle Bulk Shippingnc.,$50.09 ,685279687,165658,Consumer Discretionary,Marine Transportation
EGLX,Enthusiast Gaming Holdingsnc.,$0.73 ,109590749,501980,Miscellaneous,Other Pharmaceuticals
EGO,Eldorado Gold Corporation Ordinary Shares,$8.04 ,1485230269,2246822,,
EGP,EastGroup Propertiesnc.,$151.80 ,6614539120,220960,Real Estate,Real Estatenvestment Trusts
EGRX,Eagle Pharmaceuticalsnc.,$33.76 ,439415299,149260,Health Care,Biotechnology: Pharmaceutical Preparations
EGY,VAALCO Energync. ,$4.95 ,536455448,1971893,Energy,Oil & Gas Production
EH,EHang Holdings Limited ADS,$7.12 ,408298878,3380839,Consumer Discretionary,Air Freight/Delivery Services
EHAB,Enhabitnc.,$14.60 ,724428669,825282,Health Care,Hospital/Nursing Management
EHC,Encompass Health Corporation,$56.99 ,5686944620,519291,Health Care,Medical Specialities
EHI,Western Asset Global Highncome Fundnc,$7.38 ,167506052,55185,Finance,Investment Managers
EHTH,eHealthnc.,$4.15 ,113802632,698156,Finance,Specialtynsurers
EIG,Employers Holdingsnc,$43.75 ,1189856806,90204,Finance,Property-Casualtynsurers
EIGR,Eiger BioPharmaceuticalsnc.,$3.91 ,172330450,254076,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EIM,Eaton Vance Municipal Bond Fund of Beneficialnterest $.01 par value,$10.25 ,737520136,307979,Finance,Finance/Investors Services
EIX,Edisonnternational,$66.02 ,1.00845E+11,1816126,Utilities,Electric Utilities: Central
EJH,E-Home Household Service Holdings Limited Ordinary Shares,$0.51 ,3084511,292057,Consumer Discretionary,Other Consumer Services
EKSO,Ekso Bionics Holdingsnc.,$1.33 ,17479416,56500,Health Care,Medical/Dentalnstruments
EL,Estee Lauder Companiesnc.,$237.05 ,84582362115,1902218,Consumer Discretionary,Package Goods/Cosmetics
ELA,Envela Corporation,$5.24 ,141083756,52971,Consumer Discretionary,Consumer Specialties
ELAN,Elanco Animal Healthncorporated,$12.57 ,5960762255,4343021,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,Electra Battery Materials Corporation,$2.21 ,77724372,25348,,
ELDN,Eledon Pharmaceuticalsnc.,$2.41 ,33153859,16719,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncologync.,$0.92 ,21494984,6306,Health Care,Biotechnology: Pharmaceutical Preparations
ELF,e.l.f. Beautync.,$54.81 ,2901537919,820516,Consumer Discretionary,Package Goods/Cosmetics
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),$15.00 ,192788775,25,Utilities,Electric Utilities: Central
ELMD,Electromednc.,$10.36 ,87905263,17272,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELME,Elme Communities,$19.13 ,1674209373,310725,Real Estate,Real Estatenvestment Trusts
ELOX,Eloxx Pharmaceuticalsnc.,$3.57 ,7734069,16167,Health Care,Biotechnology: Pharmaceutical Preparations
ELP,Companhia Paranaense de Energia (COPEL) (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),$7.23 ,19785283613,401486,Utilities,Electric Utilities: Central
ELS,Equity Lifestyle Propertiesnc.,$63.93 ,11898076550,746405,Real Estate,Real Estatenvestment Trusts
ELSE,Electro-Sensorsnc.,$4.95 ,16844954,321,Industrials,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,$4.28 ,18747547,13968,Technology,Electrical Products
ELV,Elevance Healthnc.,$528.40 ,1.26196E+11,1380623,Health Care,Medical Specialities
ELVT,Elevate Creditnc.,$1.81 ,56556227,69413,Finance,Finance Companies
ELYM,Eliem Therapeuticsnc,$2.52 ,66950556,5838,Health Care,Biotechnology: Pharmaceutical Preparations
ELYS,Elys Game Technology Corp.,$0.16 ,2653084,191399,Consumer Discretionary,Movies/Entertainment
EM,Smart Share Global Limited,$1.10 ,288462500,34715,Consumer Discretionary,Other Consumer Services
EMAN,eMagin Corporation,$0.83 ,64919756,155598,Technology,Industrial Machinery/Components
EMBC,Embecta Corp.,$32.21 ,1862913278,237301,Health Care, Medicinal Chemicals and Botanical Products 
EMBK,Embark Technologync.,$3.70 ,86660930,149578,Technology,Computer Software: Prepackaged Software
EMCF,Emclaire Financial Corp,$32.71 ,89468785,2564,Finance,Major Banks
EMCG,Embrace Change Acquisition Corp Ordinary Shares,$10.16 ,98437670,14351,Finance,Business Services
EMD,Western Asset Emerging Markets Debt Fundnc,$9.27 ,558480531,280407,Finance,Finance/Investors Services
EME,EMCOR Groupnc.,$148.98 ,7099679294,298241,Industrials,Engineering & Construction
EMF,Templeton Emerging Markets Fund,$12.27 ,193753435,31314,Finance,Finance/Investors Services
EMKR,EMCORE Corporation,$1.30 ,48814877,348685,Technology,Semiconductors
EML,Eastern Company,$22.73 ,141269746,2065,Industrials,Industrial Specialties
EMLD,FTAC Emerald Acquisition Corp. Class A,$9.97 ,343399520,10,Industrials,Consumer Electronics/Appliances
EMN,Eastman Chemical Company,$85.11 ,10212379880,903011,Industrials,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fundnc.,$28.92 ,373620603,59430,Finance,Investment Managers
EMR,Emerson Electric Company,$94.35 ,55798590000,3281187,Industrials,Industrial Machinery/Components
EMX,EMX Royalty Corporation (Canada),$1.88 ,207922717,105130,,
ENB,Enbridgenc,$39.39 ,79757632345,2712260,Energy,Oil & Gas Production
ENCP,Energem Corp,$10.42 ,155290042,22,Energy,Industrial Machinery/Components
ENER,Accretion Acquisition Corp.,$10.00 ,259950000,138,Industrials,Consumer Electronics/Appliances
ENFN,Enfusionnc. Class A,$9.32 ,642950144,216976,Technology,Computer Software: Prepackaged Software
ENG,ENGlobal Corporation,$0.88 ,31504543,161244,Consumer Discretionary,Military/Government/Technical
ENIC,Enel Chile S.A. (Each representing 50 shares of),$2.16 ,2987995271,1300232,Utilities,Electric Utilities: Central
ENLC,EnLink Midstream LLC Common Units representing Limited Partnernterests,$12.16 ,5758928819,1939077,Utilities,Natural Gas Distribution
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,$4.28 ,57557621,27741,Health Care,Biotechnology: Pharmaceutical Preparations
ENOB,Enochian Biosciencesnc.,$1.21 ,64069460,74320,Health Care,Biotechnology: Pharmaceutical Preparations
ENOV,Enovis Corporation,$54.64 ,2958738461,516550,Industrials,Fluid Controls
ENPH,Enphase Energync.,$309.73 ,42099607956,5609667,Technology,Electrical Products
ENR,Energizer Holdingsnc.,$34.33 ,2447455733,413098,Industrials,Metal Fabrications
ENS,EnerSys,$74.38 ,3036902450,219660,Consumer Discretionary,Telecommunications Equipment
ENSC,Ensysce Biosciencesnc.,$2.23 ,6335633,742787,Health Care,Biotechnology: Pharmaceutical Preparations
ENSG,The Ensign Groupnc.,$91.53 ,5078474501,174766,Health Care,Hospital/Nursing Management
ENSV,Enservco Corporation,$1.96 ,22523581,306135,Energy,Oilfield Services/Equipment
ENTA,Enanta Pharmaceuticalsnc.,$42.37 ,881189694,121006,Health Care,Biotechnology:n Vitro &n Vivo Diagnostic Substances
ENTF,Enterprise 4.0 Technology Acquisition Corp.,$10.22 ,390404000,164,Finance,Business Services
ENTG,Entegrisnc.,$69.60 ,10372807046,1844400,Technology,Semiconductors
ENTX,Entera Bio Ltd. Ordinary Shares,$0.65 ,11930631,54931,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENV,Envestnetnc,$60.34 ,3338379046,522721,Technology,EDP Services
ENVA,Enovanternationalnc.,$39.44 ,1240779442,175081,Finance,Finance: Consumer Services
ENVB,Enveric Biosciencesnc.,$2.76 ,5736028,22723,Health Care,Biotechnology: Pharmaceutical Preparations
ENVX,Enovix Corporation,$11.73 ,1842829533,1837472,Industrials,Industrial Machinery/Components
ENX,Eaton Vance New York Municipal Bond Fund of Beneficialnterest $.01 par value,$9.17 ,164705020,106576,Finance,Finance/Investors Services
ENZ,Enzo Biochemnc.($0.01 Par Value),$1.78 ,86722408,57023,Health Care,Medical Specialities
EOCW,Elliott OpportunityI Corp.,$9.99 ,761113125,1349525,Finance,Business Services
EOD,Allspring Global Dividend Opportunity Fund of Beneficialnterest,$4.93 ,213190401,45196,Finance,Investment Managers
EOG,EOG Resourcesnc.,$127.79 ,75062503694,5031872,Energy,Oil & Gas Production
EOI,Eaton Vance Enhance Equityncome Fund Eaton Vance Enhanced Equityncome Fund Shares of Beneficialnterest,$16.65 ,667967780,106359,Finance,Finance/Investors Services
EOLS,Evolusnc.,$7.18 ,403850373,422166,Health Care, Medicinal Chemicals and Botanical Products 
EOS,Eaton Vance Enhance Equityncome FundI,$16.83 ,865280689,105909,Finance,Trusts Except Educational Religious and Charitable
EOSE,Eos Energy Enterprisesnc. Class A,$1.08 ,80028759,3965219,Technology,Electronic Components
EOT,Eaton Vance Municipalncome Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,$16.76 ,261873676,52610,Finance,Trusts Except Educational Religious and Charitable
EP,Empire Petroleum Corporation,$12.09 ,267141305,23133,Energy,Oil & Gas Production
EPAC,Enerpac Tool Group Corp.,$24.33 ,1383672817,176755,Industrials,Industrial Machinery/Components
EPAM,EPAM Systemsnc.,$340.15 ,19563212943,319676,Technology,EDP Services
EPC,Edgewell Personal Care Company,$41.36 ,2127701175,256635,Consumer Discretionary,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P.,$24.22 ,52692297892,5576750,Utilities,Natural Gas Distribution
EPHY,Epiphany Technology Acquisition Corp. Class A,$10.06 ,514191750,496213,Industrials,Consumer Electronics/Appliances
EPIX,ESSA Pharmanc.,$3.32 ,96308257,91752,Health Care,Pharmaceuticals and Biotechnology
EPM,Evolution Petroleum Corporationnc.,$6.75 ,227586112,179611,Energy,Oil & Gas Production
EPOW,Sunrise New Energy Co. Ltd Ordinary Shares,$3.44 ,84376320,2880876,Consumer Discretionary,Business Services
EPR,EPR Properties,$40.65 ,3049605723,321449,Real Estate,Real Estatenvestment Trusts
EPRT,Essential Properties Realty Trustnc.,$23.07 ,3284642350,519815,Real Estate,Real Estatenvestment Trusts
EPSN,Epsilon Energy Ltd. Common Share,$6.67 ,153593031,37608,,
EPWR,Empowerment &nclusion Capital Corp. Class A,$10.06 ,347070000,6674,Industrials,Consumer Electronics/Appliances
EQ,Equilliumnc.,$1.66 ,57024459,136151,Health Care,Biotechnology: Pharmaceutical Preparations
